	ref_title	ref_context	ref_entry	abstract	intro	ref_link
241	SVMs modeling for highly imbalanced classification	[]	Yuchun Tang, Yan-Qing Zhang, Nitesh V. Chawla, and Sven Krasser. 2009. SVMs modeling for highly imbalanced classification. IEEE Trans. Syst. Man Cybernet. B 39, 1 (2009), 281–288.	Traditional classification algorithms can be limited in their performance on highly unbalanced data sets. A popular stream of work for countering the problem of class imbalance has been the application of a sundry of sampling strategies. In this correspondence, we focus on designing modifications to support vector machines (SVMs) to appropriately tackle the problem of class imbalance. We incorporate different “rebalance” heuristics in SVM modeling, including cost-sensitive learning, and overand undersampling. These SVM-based strategies are compared with various state-of-the-art approaches on a variety of data sets by using various metrics, including G-mean, area under the receiver operating characteristic curve, F -measure, and area under the precision/recall curve. We show that we are able to surpass or match the previously known best algorithms on each data set. In particular, of the four SVM variations considered in this correspondence, the novel granular SVMs–repetitive undersampling algorithm (GSVM-RU) is the best in terms of both effectiveness and efficiency. GSVM-RU is effective, as it can minimize the negative effect of information loss while maximizing the positive effect of data cleaning in the undersampling process. GSVM-RU is efficient by extracting much less support vectors and, hence, greatly speeding up SVM prediction.		https://doi.org/10.1109/TSMCB.2008.2002909
242	Asymmetric bagging and random subspace for support vector machines-based relevance feedback in image retrieval	[', Asymmetric Bagging <NO> and QuasiBagging <NO>.']	Dacheng Tao, Xiaoou Tang, Xuelong Li, and Xindong Wu. 2006. Asymmetric bagging and random subspace for support vector machines-based relevance feedback in image retrieval. IEEE Trans. Pattern Anal. Mach. Intell. 28, 7 (2006), 1088–1099.	Relevance feedback schemes based on support vector machines (SVM) have been widely used in content-based image retrieval (CBIR). However, the performance of SVM-based relevance feedback is often poor when the number of labeled positive feedback samples is small. This is mainly due to three reasons: 1) an SVM classifier is unstable on a small-sized training set, 2) SVM’s optimal hyperplane may be biased when the positive feedback samples are much less than the negative feedback samples, and 3) overfitting happens because the number of feature dimensions is much higher than the size of the training set. In this paper, we develop a mechanism to overcome these problems. To address the first two problems, we propose an asymmetric bagging-based SVM (AB-SVM). For the third problem, we combine the random subspace method and SVM for relevance feedback, which is named random subspace SVM (RS-SVM). Finally, by integrating AB-SVM and RS-SVM, an asymmetric bagging and random subspace SVM (ABRS-SVM) is built to solve these three problems and further improve the relevance feedback performance.	"FEEDBACK IN CONTENT-BASED IMAGE RETRIEVAL
SVM <NO>, <NO> is a very effective binary classification
algorithm. Consider a linearly separable binary classifica-
tion problem (as shown in Fig. 1):
fðxi; yiÞgNi¼1 and yi ¼ þ1; 1f g; ð1Þ
where xi is an n-dimension vector and yi is the label of the class that the vector belongs to. SVM separates the two
classes of points by a hyperplane,
wTxþ b ¼ 0; ð2Þ
where w is an input vector, x is an adaptive weight vector,
and b is a bias. SVM finds the parameters w and b for the
optimal hyperplane to maximize the geometric margin 2= k w k , subject to
yi w Txi þ b
þ1: ð3Þ
The solution can be found through a Wolfe dual problem
with the Lagrangian multiplied by i:
Qð Þ ¼ Xm i¼1 i Xm i;j¼1 i jyiyjðxi xjÞ=2; ð4Þ
subject to i 0 and Pm
i¼1 iyi ¼ 0. In the dual format, data points only appear in the inner
product. To get a potentially better representation of the
data, the data points are mapped into a Hilbert Inner
Product space through a replacement:
xi xj ! ðxiÞ ðxjÞ ¼ Kðxi;xjÞ; ð5Þ
where Kð:Þ is a kernel function. We then get the kernel version of the Wolfe dual problem:
Qð Þ ¼ Xm i¼1 i Xm i;j¼1 i jyiyjKðxi;xjÞ=2: ð6Þ
Thus, for a given kernel function, the SVM classifier is
given by
F xð Þ ¼ sgn f xð Þð Þ; ð7Þ
where f xð Þ ¼ Pl
i¼1 iyiK xi;xð Þ þ b is the output hyperplane decision function of the SVM.
In general, when f xð Þj j for a given pattern is high, the corresponding prediction confidence will be high. Meanwhile, a low f xð Þj j of a given pattern means that the pattern is close to the decision boundary and its corresponding
prediction confidence will be low. Consequently, the output of SVM, f xð Þ, has been used to measure the dissimilarity <NO>, <NO> between a given pattern and the query image, in
traditional SVM-based CBIR RF."	https://doi.org/10.1109/TPAMI.2006.134
243	A new evaluation measure for learning from imbalanced data	[]	Nguyen Thai-Nghe, Zeno Gantner, and Lars Schmidt-Thieme. 2011. A new evaluation measure for learning from imbalanced data. The 2011 International Joint Conference on Neural Networks (IJCNN). IEEE, 537–542.			http://scholar.google.com/scholar?hl=en&q=Nguyen+Thai-Nghe%2C+Zeno+Gantner%2C+and+Lars+Schmidt-Thieme.+2011.+A+new+evaluation+measure+for+learning+from+imbalanced+data.+In+The+2011+International+Joint+Conference+on+Neural+Networks+%28IJCNN%29.+IEEE%2C+537%2D%2D542.
244	Two modifications of CNN	['Some informed undersampling methods also apply data cleaning techniques <NO> to further refine the majority class samples <NO>, <NO>.', 'These methods ally a known over-sampling method, namely Smote <NO>, with two data cleaning methods: Tomek links <NO> and Wilson’s Edited Nearest Neighbor Rule <NO>.', 'Tomek links Tomek links <NO> can be defined as follows: given two examples Ei and Ej belonging to different classes, and d(Ei, Ej) is the distance between Ei and Ej .', 'Generally speaking, Tomek links <NO> can be defined as a pair of minimally distanced nearest neighbors of opposite classes.', 'The borderline examples and examples suffering from the class label noise can be detected using the concept of Tomek links <NO>.', 'Subsequently, Tomek links <NO> are used to remove incorrectly classified instances and borderline instances which lie close to the boundary between the two']	Ivan Tomek. 1976. Two modifications of CNN. IEEE Trans. Syst. Man Cybern. 11 (1976), 769–772.			http://scholar.google.com/scholar?hl=en&q=Ivan+Tomek.+1976.+Two+modifications+of+CNN.+IEEE+Trans.+Syst.+Man+Cybern.+11+%281976%29%2C+769%2D%2D772.
245	Regression error characteristic surfaces	[]	Luı́s Torgo 2005. Regression error characteristic surfaces. In KDD’05: Proc. of the 11th ACM SIGKDD Int. Conf. on Knowledge Discovery and Data Mining. ACM Press,	This paper presents a generalization of Regression Error Characteristic (REC) curves. REC curves describe the cumulative distribution function of the prediction error of models and can be seen as a generalization of ROC curves to regression problems. REC curves provide useful information for analyzing the performance of models, particularly when compared to error statistics like for instance the Mean Squared Error. In this paper we present Regression Error Characteristic (REC) surfaces that introduce a further degree of detail by plotting the cumulative distribution function of the errors across the distribution of the target variable, i.e. the joint cumulative distribution function of the errors and the target variable. This provides a more detailed analysis of the performance of models when compared to REC curves. This extra detail is particularly relevant in applications with non-uniform error costs, where it is important to study the performance of models for specific ranges of the target variable. In this paper we present the notion of REC surfaces, describe how to use them to compare the performance of models, and illustrate their use with an important practical class of applications: the prediction of rare extreme values.	"Bi and Bennet <NO> have presented REC curves. These curves play a role similar to ROC curves (e.g. <NO>) in classification tasks, but for regression problems. They provide a graphical description of the cumulative distribution function of the error of a model, i.e. D( ) = P (ε ≤ ). The authors describe a simple algorithm for plotting these curves based on estimating the probabilities using the observed frequencies of the errors.
REC curves provide a better description of a model predictive performance when compared to prediction error statistics because they illustrate its performance across the range of possible errors. It is thus possible to extract more information by comparing the REC curves of two alternative models than with the two respective error statistics. Moreover, the interpretation of REC curves is quite appealing to non-experts and it is possible to obtain the same quantitative information given by prediction error statistics by calculating the Area Over the Curve (AOC), which Bi and Bennet <NO> have proved to be a biased estimate of the expected error of a model.
Figure 1 shows an example of the REC curves of three models. This example shows a model (model A) clearly
dominating the others over all range of possible errors. On the contrary models B and C have performances that are harder to compare. For smaller errors model C dominates model B, but as we move towards larger errors we see model B overcoming model C. The decision on which of these two is preferable may be domain dependent, provided their area over the curve (i.e. expected error) is similar.
In spite of the above mentioned advantages there are some specific domain requirements that are difficult to check using REC curves. These have to do with domains where the cost of errors is non-uniform, i.e. where the importance of an error with an amplitude of say 1.2, can be different depending on the true target variable value. For this type of applications, it may be important to inspect the distribution of the errors across the distribution of the target variable. In effect, it is possible to have two different models with exactly the same REC curves but still one being preferable to the other just because smaller errors occur for target values that are more relevant (e.g. have higher cost) for the application being studied. Distinguishing these two models and checking that one behaves more favorably than the other is not possible with the information provided by REC curves. This is the objective of our work."	https://doi.org/10.1145/1081870.1081959
246	Predicting outliers. In Knowledge Discovery in Databases: PKDD	[]	Luı́s Torgo, and Rita P. Ribeiro 2003. Predicting outliers. In Knowledge Discovery in Databases: PKDD			http://scholar.google.com/scholar?hl=en&q=Lu%C3%ADs+Torgo+and+Rita+P.+Ribeiro.+2003.+Predicting+outliers.+In+Knowledge+Discovery+in+Databases%3A+PKDD+2003.+Springer%2C+447%2D%2D458.
247	Utility-based regression	[]	Luı́s Torgo, and Rita P. Ribeiro 2007. Utility-based regression. In PKDD’07: Proc. of 11th European Conf. on Principles and Practice of Knowledge Discovery in Databases			http://scholar.google.com/scholar?hl=en&q=Rita+P.+Ribeiro.+2011.+Utility-based+Regression.+Ph.D.+Dissertation.+Dep.+Computer+Science%2C+Faculty+of+Sciences%2C+University+of+Porto.
248	Precision and recall in regression	[]	Luı́s Torgo, and Rita P. Ribeiro 2009. Precision and recall in regression. In DS’09: 12th Int. Conf. on Discovery			https://doi.org/10.1007/978-3-642-04747-3_26
249	SMOTE for regression	[]	Luı́s Torgo, Rita P. Ribeiro, Bernhard Pfahringer, and Paula Branco 2013. SMOTE for regression. In Progress in Artificial Intelligence			http://scholar.google.com/scholar?hl=en&q=Lu%C3%ADs+Torgo%2C+Rita+P.+Ribeiro%2C+Bernhard+Pfahringer%2C+and+Paula+Branco.+2013.+SMOTE+for+regression.+In+Progress+in+Artificial+Intelligence.+Springer%2C+378%2D%2D389.
250	A bias-variance analysis of a real-world learning problem: The coil challenge 2000	[]	Peter Van Der Putten, and Maarten Van Someren. 2004. A bias-variance analysis of a real-world learning problem: The coil challenge 2000. Mach. Learn. 57, 1–2 (2004), 177–195.			https://doi.org/10.1023/B:MACH.0000035476.95130.99
251	Experimental perspectives on learning from imbalanced data	['RUS has been shown to perform very well despite its simplicity <NO>.', ', sensitivity/specificity via ROC analysis, the g-mean) <NO>.', 'For classification, this simple approach works well <NO> and is theoretically motivated <NO>.', 'Data sampling techniques include random undersampling <NO>, onesided selection <NO>, Wilson’s editing <NO>, random oversampling,']	Jason Van Hulse, Taghi M. Khoshgoftaar, and Amri Napolitano. 2007. Experimental perspectives on learning from imbalanced data. Proceedings of the 24th International Conference on Machine Learning. ACM, 935–942.	We present a comprehensive suite of experimentation on the subject of learning from imbalanced data. When classes are imbalanced, many learning algorithms can suffer from the perspective of reduced performance. Can data sampling be used to improve the performance of learners built from imbalanced data? Is the effectiveness of sampling related to the type of learner? Do the results change if the objective is to optimize different performance metrics? We address these and other issues in this work, showing that sampling in many cases will improve classifier performance.	The 35 datasets utilized in our empirical study are listed in Table 1. The percentage of minority examples varies from 1.33% (highly imbalanced) to almost 35% (only slightly imbalanced). The datasets also come from a wide variety of application domains, and 19 are from the UCI repository (Blake & Merz, 1998). The Mammography dataset was generously provided by Dr. Nitesh Chawla (Chawla et al., 2002). Fifteen datasets (some of which are proprietary) are from the domain of software engineering measurements. We have also considered datasets with diversity in the number of attributes, and datasets with both continuous and categorical attributes. The smallest dataset had 214 total examples (Glass-3), while the two largest datasets each contain 20,000 observations. Note that all datasets have, or were transformed to have, a binary class. We only consider binary classification problems in this work.	https://doi.org/10.1145/1273496.1273614
252	A hybrid under-sampling approach for mining unbalanced datasets: Applications to banking and insurance	[]	Madireddi Vasu, and Vadlamani Ravi. 2011. A hybrid under-sampling approach for mining unbalanced datasets: Applications to banking and insurance. Int. J. Data Min. Model. Manag. 3, 1 (2011), 75–105.			http://scholar.google.com/scholar?hl=en&q=Madireddi+Vasu+and+Vadlamani+Ravi.+2011.+A+hybrid+under-sampling+approach+for+mining+unbalanced+datasets%3A+Applications+to+banking+and+insurance.+Int.+J.+Data+Min.+Model.+Manag.+3%2C+1+%282011%29%2C+75%2D%2D105.
253	Improving SMOTE with fuzzy rough prototype selection to detect noise in imbalanced classification data	[]	Nele Verbiest, Enislay Ramentol, Chris Cornelis, and Francisco Herrera. 2012. Improving SMOTE with fuzzy rough prototype selection to detect noise in imbalanced classification data. Advances in Artificial Intelligence–IBERAMIA 2012. Springer, 169–178.			http://scholar.google.com/scholar?hl=en&q=Nele+Verbiest%2C+Enislay+Ramentol%2C+Chris+Cornelis%2C+and+Francisco+Herrera.+2012.+Improving+SMOTE+with+fuzzy+rough+prototype+selection+to+detect+noise+in+imbalanced+classification+data.+In+Advances+in+Artificial+Intelligence%2D%2DIBERAMIA+2012.+Springer%2C+169%2D%2D178.
254	Controlling the sensitivity of support vector machines	['Weighting methods either assign heavier weights to the minority training instances or penalties for misclassifications of minority instances <NO>.', 'However, SVMs are also sensitive to class imbalance <NO><NO>.', 'For training SVMs with imbalanced dataset, there exist algorithmic techniques, such as Different Error Cost (DEC) <NO> and zSVM <NO>.', 'The basic idea is to assign a larger penalty value to false negatives (FNs) than false positives (FPs) <NO>, <NO>, <NO>.', 'Although the SVM algorithm works effectively with balanced datasets, when it comes to imbalanced datasets, it could often produce suboptimal results <NO>–<NO>, i.', 'It has been well-studied that the SVM algorithm can be sensitive to class imbalance <NO>–<NO>, i.', '<NO> has proposed a method called different error costs (DEC), where the SVM objective function has been modified to assign two misclassification cost values C+ and C− as follows:']	Konstantinos Veropoulos, Colin Campbell, and Nello Cristianini. 1999. Controlling the sensitivity of support vector machines. Proceedings of the International Joint Conference on Artificial Intelligence, Vol. 1999. Citeseer, 55–60.			http://scholar.google.com/scholar?hl=en&q=Konstantinos+Veropoulos%2C+Colin+Campbell%2C+and+Nello+Cristianini.+1999.+Controlling+the+sensitivity+of+support+vector+machines.+In+Proceedings+of+the+International+Joint+Conference+on+Artificial+Intelligence%2C+Vol.+1999.+Citeseer%2C+55%2D%2D60.
255	Stacked denoising autoencoders: Learning useful representations in a deep network with a local denoising criterion	[]	Pascal Vincent, Hugo Larochelle, Isabelle Lajoie, Yoshua Bengio, and Pierre-Antoine Manzagol. 2010. Stacked denoising autoencoders: Learning useful representations in a deep network with a local denoising criterion. J. Mach. Learn. Res. 11 (2010), 3371–3408.			https://doi.org/10.5555/1756006.1953039
256	Guiding scientific discovery with explanations using DEMUD	[]	Kiri L. Wagstaff, Nina L. Lanza, David R. Thompson, Thomas G. Dietterich, and Martha S. Gilmore. 2013. Guiding scientific discovery with explanations using DEMUD. AAAI.			https://doi.org/10.5555/2891460.2891586
257	Class probability estimates are unreliable for imbalanced data (and how to fix them)	[]	Byron C. Wallace, and Issa J. Dahabreh. 2012. Class probability estimates are unreliable for imbalanced data (and how to fix them). 2012 IEEE 12th International Conference on Data Mining (ICDM). IEEE, 695–704.	Obtaining good probability estimates is imperative for many applications. The increased uncertainty and typically asymmetric costs surrounding rare events increases this need. Experts (and classification systems) often rely on probabilities to inform decisions. However, we demonstrate that class probability estimates attained via supervised learning in imbalanced scenarios systematically underestimate the probabilities for minority class instances, despite ostensibly good overall calibration. To our knowledge, this problem has not previously been explored. Motivated by our exposition of this issue, we propose a simple, effective and theoretically motivated method to mitigate the bias of probability estimates for imbalanced data that bags estimators calibrated over balanced bootstrap samples. This approach drastically improves performance on the minority instances without greatly affecting overall calibration. We show that additional uncertainty can be exploited via a Bayesian approach by considering posterior distributions over bagged probability estimates. 	"The standard method for estimating probabilities in the supervised learning framework is to regress measurements correlated with (predicted) class labels output by a trained
1We note that Cieslak and Chawla have investigated the specific case of Probability Estimation Trees (PETs) for imbalanced data <NO>, and that Foster and Stine have considered the related task of variable selection for prediction under imbalance <NO>.
classifier against the true target labels <NO>, <NO>. This process is called calibration. By convention these measurements are denoted by fi, where i indexes instances. This calibration squashes the (arbitrarily scaled) fi’s into the <NO> range permissible for probabilities. When the sigmoid form is used (Equation 1), this method is referred to as Platt scaling <NO>. It is perhaps the most popular way of obtaining probability estimates from classification models.
P (yi|fi) = 1 1 + exp{−β0 − β1fi} (1)
The fi’s may be any scalar that is predictive of class membership. We focus on two specific post-training calibration strategies; Platt calibration with SVMs and with boosted decision trees. We selected these methods because they have been shown to out-perform other supervised learning algorithms with respect to class probability estimation <NO>, <NO>.
In the case of SVMs, the fi is taken as the signed distance from the hyperplane w, i.e., fi = wTxi. This was the method originally proposed by Platt <NO>, and is now widely used <NO>. Niculescu-Mizil and Caruana, meanwhile, have proposed attaining probabilities via calibrated boosted decision trees <NO>. More precisely, recall that in boosting one induces a sequence of learners h0, h1, ... , hk over different distributions of the training set. These are in turn associated with a set of weights α0, α1, ... , αk reflecting the their estimated performance. A prediction is then taken as a function over these, i.e., as sign( ∑ j αjhj(x)). The natural value for fi is then the sum of the weighted class predictions over the ensemble, i.e., ∑ j αjhj(x).
Figure 2 displays the overall and stratified residual errors of probability estimates (obtained via Platt’s method) for the instances comprising a particular imbalanced dataset.2 Specifically, each sub-plot shows histograms of the absolute differences between the true (observed) labels and corresponding probability estimates, i.e., |yi−P̂{yi|xi}|. Density to the left therefore suggests good calibration, as this implies probability estimates largely agree with the observed labels. For example, if yi = 1 and P̂{yi|xi} = .99, the difference would be .01. Were the estimate .01, on the other hand, the difference would be .99.
The left-hand side of Figure 2 shows this histogram for all instances, corresponding to overall calibration. Over 80% of instances are in the left-most bin, implying that the estimator is well-calibrated, i.e., its estimates do not much diverge from the observed labels. But this ostensibly good calibration belies the unreliability of the probability estimates for the instances comprising the rare class. One can see this by looking at the middle plot, which is the same figure but includes only minority instances. In this case, the estimates diverge strikingly from the observed
2The proton beam dataset in Table I.
labels; indeed the model assigned a probability (of belonging to the minority class) of less than 20% to most of the minority instances. In other words, the probability estimates for instances comprising the minority class are completely unreliable (we demonstrate this on 16 datasets in Section V)."	https://doi.org/10.1109/ICDM.2012.115
258	Improving class probability estimates for imbalanced data	[]	Byron C. Wallace, and Issa J. Dahabreh. 2014. Improving class probability estimates for imbalanced data. Knowl. Inform. Syst. 41, 1 (2014), 33–52.			https://doi.org/10.1007/s10115-013-0670-6
259	Class imbalance, redux	[]	Byron C. Wallace, Kevin Small, Carla E. Brodley, and Thomas A. Trikalinos. 2011. Class imbalance, redux. 2011 IEEE 11th International Conference on Data Mining (ICDM). IEEE, 754–763.			http://scholar.google.com/scholar?hl=en&q=Ricardo+Barandela%2C+Jos%C3%A9+Salvador+S%C3%A1nchez%2C+Vicente+Garcia%2C+and+Edgar+Rangel.+2003.+Strategies+for+learning+in+class+imbalance+problems.+Pattern+Recogn.+36%2C+3+%282003%29%2C+849%2D%2D851.
260	Boosting support vector machines for imbalanced data sets	['Some examples include the SMOTE with Different Costs (SDCs) method <NO> and the ensembles of over/undersampled SVMs <NO>, <NO>, <NO>, <NO>.', 'Lastly, Wang and Japkowicz <NO> proposed to modify the SVMs with asymmetric misclassification costs in order to boost performance.']	Benjamin X. Wang, and Nathalie Japkowicz. 2010. Boosting support vector machines for imbalanced data sets. Knowl. Inform. Syst. 25, 1 (2010), 1–20.			https://doi.org/10.1007/s10115-009-0198-y
261	Concept drift detection for imbalanced stream data	[]	Heng Wang, and Zubin Abraham. 2015. Concept drift detection for imbalanced stream data. arXiv Preprint arXiv:1504.01044 (2015).			http://scholar.google.com/scholar?hl=en&q=Heng+Wang+and+Zubin+Abraham.+2015.+Concept+drift+detection+for+imbalanced+stream+data.+arXiv+Preprint+arXiv%3A1504.01044+%282015%29.
262	Combination approach of SMOTE and biased-SVM for imbalanced datasets	[]	He-Yong Wang. 2008. Combination approach of SMOTE and biased-SVM for imbalanced datasets. IEEE International Joint Conference on Neural Networks, 2008. IJCNN 2008. (IEEE World Congress on Computational Intelligence). IEEE, 228–231.			http://scholar.google.com/scholar?hl=en&q=He-Yong+Wang.+2008.+Combination+approach+of+SMOTE+and+biased-SVM+for+imbalanced+datasets.+In+IEEE+International+Joint+Conference+on+Neural+Networks%2C+2008.+IJCNN+2008.+%28IEEE+World+Congress+on+Computational+Intelligence%29.+IEEE%2C+228%2D%2D231.
263	Diversity analysis on imbalanced data sets by using ensemble models	['On the other hand, with regard to ensemble learning methods, a large number of different approaches have been proposed in the literature, including but not limited to SMOTEBoost <NO>, RUSBoost <NO>, IIVotes <NO>, EasyEnsemble <NO>, or SMOTEBagging <NO>.', 'We distinguish four main algorithms in this family, OverBagging <NO>, UnderBagging <NO>, UnderOverBagging <NO>, and IIVotes <NO>.', 'We distinguish four main algorithms in this family, OverBagging <NO>, UnderBagging <NO>, UnderOverBagging <NO>, and IIVotes <NO>.', 'SMOTEBagging <NO> differs from the use of random oversampling']	Shuo Wang, and Xin Yao. 2009. Diversity analysis on imbalanced data sets by using ensemble models. IEEE Symposium on Computational Intelligence and Data Mining, 2009. CIDM’09. IEEE, 324–331.			http://scholar.google.com/scholar?hl=en&q=Shuo+Wang+and+Xin+Yao.+2009.+Diversity+analysis+on+imbalanced+data+sets+by+using+ensemble+models.+In+IEEE+Symposium+on+Computational+Intelligence+and+Data+Mining%2C+2009.+CIDM%2709.+IEEE%2C+324%2D%2D331.
264	Resampling and cost-sensitive methods for imbalanced multi-instance learning	[]	Xiaoguang Wang, Xuan Liu, Nathalie Japkowicz, and Stan Matwin. 2013. Resampling and cost-sensitive methods for imbalanced multi-instance learning. 2013 IEEE 13th International Conference on Data Mining Workshops (ICDMW). IEEE, 808–816.			http://scholar.google.com/scholar?hl=en&q=Xiaoguang+Wang%2C+Xuan+Liu%2C+Nathalie+Japkowicz%2C+and+Stan+Matwin.+2013a.+Resampling+and+cost-sensitive+methods+for+imbalanced+multi-instance+learning.+In+2013+IEEE+13th+International+Conference+on+Data+Mining+Workshops+%28ICDMW%29.+IEEE%2C+808%2D%2D816.
265	Cost-sensitive boosting algorithms for imbalanced multi-instance datasets	[]	Xiaoguang Wang, Stan Matwin, Nathalie Japkowicz, and Xuan Liu. 2013. Cost-sensitive boosting algorithms for imbalanced multi-instance datasets. Advances in Artificial Intelligence. Springer, 174–186.			http://scholar.google.com/scholar?hl=en&q=Xiaoguang+Wang%2C+Stan+Matwin%2C+Nathalie+Japkowicz%2C+and+Xuan+Liu.+2013b.+Cost-sensitive+boosting+algorithms+for+imbalanced+multi-instance+datasets.+In+Advances+in+Artificial+Intelligence.+Springer%2C+174%2D%2D186.
266	Combating the small sample class imbalance problem using feature selection	[]	Mike Wasikowski, and Xue-wen Chen. 2010. Combating the small sample class imbalance problem using feature selection. IEEE Trans. Knowl. Data Eng. 22, 10 (2010), 1388–1400.	The class imbalance problem is encountered in real-world applications of machine learning and results in a classifier’s suboptimal performance. Researchers have rigorously studied the resampling, algorithms, and feature selection approaches to this problem. No systematic studies have been conducted to understand how well these methods combat the class imbalance problem and which of these methods best manage the different challenges posed by imbalanced data sets. In particular, feature selection has rarely been studied outside of text classification problems. Additionally, no studies have looked at the additional problem of learning from small samples. This paper presents a first systematic comparison of the three types of methods developed for imbalanced data classification problems and of seven feature selection metrics evaluated on small sample data sets from different applications. We evaluated the performance of these metrics using area under the receiver operating characteristic (AUC) and area under the precisionrecall curve (PRC). We compared each metric on the average performance across all problems and on the likelihood of a metric yielding the best performance on a specific problem. We examined the performance of these metrics inside each problem domain. Finally, we evaluated the efficacy of these metrics to see which perform best across algorithms. Our results showed that signal-tonoise correlation coefficient (S2N) and Feature Assessment by Sliding Thresholds (FAST) are great candidates for feature selection in most applications, especially when selecting very small numbers of features.	The two Learning from Imbalanced Data Sets workshops thoroughly explored the approaches to combating the class imbalance problem: sampling, new algorithms, and feature selection. The first was held at the AAAI conference in 2000 <NO>, and the second was held at the ICML conference in 2003 <NO>. Also, Weiss reviewed these approaches in SIGKDD Explorations <NO>.	https://doi.org/10.1109/TKDE.2009.187
267	An improved SVM-KM model for imbalanced datasets	[]	Deng Weiguo, Wang Li, Wang Yiyang, and Qian Zhong. 2012. An improved SVM-KM model for imbalanced datasets. 2012 International Conference on Industrial Control and Electronics Engineering (ICICEE). IEEE, 100–103.			https://doi.org/10.1109/ICICEE.2012.35
268	Mining with rarity: A unifying framework	['Other relevant works are reported in <NO>.', 'The performance measure used to evaluate the classifier performance at the model selection stage would also play a vital role when training classifiers from imbalanced datasets <NO>.', 'It has been well-studied that the most commonly used performance measure, the overall accuracy (Acc = the proportion of the correctly predicted examples) of the model, could not be used to measure the true performance of classification models when the datasets are imbalanced <NO>, <NO>.', 'As a remedy, researchers have used alternative performance measures, such as Geometric-mean (Gm) <NO>,<NO> and F-measure (Fm) <NO>,<NO> for classifier performance evaluation in imbalanced dataset learning.', 'It has been well-studied in the past research that the most widely used performance measure, the Accuracy (Acc), can lead to sub-optimal classification models, if it is used for imbalanced dataset learning <NO>-<NO>.', 'In order to overcome this problem, other performance measures, such as the Gm <NO>,<NO> and Fm <NO>,<NO>, have been used in class imbalance learning research.', 'Fm is also a popular metric applied in imbalanced dataset learning, which also overcomes the problem associated with the Acc metric <NO>,<NO>.', 'We did not consider the use of Acc as a performance measure in these experiments, since its problems associated with the imbalanced dataset learning has been well-studied in the existing research <NO><NO>.', 'However, imbalance learning problems pose a great challenge to the classifier as it becomes very hard to learn the minority class samples <NO>, <NO>, <NO>.', 'Interested readers may refer to <NO> for a good survey.', 'Two such techniques are data sampling and boosting <NO>.', 'Weiss <NO> provides a survey of the class imbalance problem and techniques for reducing the negative impact imbalance that has on classification performance.', 'It is noteworthy that class imbalance is emerging as an important issue in designing classifiers <NO>, <NO>, <NO>.', 'Cost-sensitive learning deals with class imbalance by incurring different costs for the two classes and is considered as an important class of methods to handle class imbalance <NO>.', 'readers to <NO> for a more complete and detailed review.', 'to be helpful in imbalanced problems <NO>, <NO>.', 'The majority of current research in the class-imbalance problem can be grouped into two categories: sampling techniques and algorithmic methods, as discussed in two workshops at the AAAI conference <NO> and the ICML conference <NO>, and later in the sixth issue of SIGKDD Exploration (see, for example, a review by Weiss <NO>).', 'We must note that this not a very uncommon situation, and it known as absolute rarity <NO>.', 'The imbalance learning problem generally manifests itself in two forms: relative imbalances and absolute imbalances <NO>, <NO>.', 'In addition to intrinsic and extrinsic imbalance, it is important to understand the difference between relative imbalance and imbalance due to rare instances (or “absolute rarity”) <NO>, <NO>.', 'In this situation, the lack of representative data will make learning difficult regardless of the between-class imbalance <NO>.', 'Briefly, the problem of small disjuncts can be understood as follows: A classifier will attempt to learn a concept by creating multiple disjunct rules that describe the main concept <NO>, <NO>, <NO>.', ', rules that cover a small cluster of examples pertaining to the main concept, arise as a direct result of underrepresented subconcepts <NO>, <NO>, <NO>.', 'anced learning problems <NO>, <NO>, <NO>.', 'Many representative works on the ineffectiveness of accuracy in the imbalanced learning scenario exist in the community <NO>, <NO>, <NO>, <NO>, <NO>, <NO>, <NO>, <NO>.', 'Generally, these methods can be divided into two categories: external methods and internal methods <NO>, <NO>, <NO>.', 'sampling, the majority-class examples are removed randomly, until a particular class ratio is met <NO>.', 'It has been well-studied that when the training dataset is imbalanced, the commonly used performance measure accuracy, which is the proportion of correctly classified instances, could lead to suboptimal models <NO>, <NO>.', 'This evidence supported the fact reported in <NO> that the CIL method giving the best results is dataset-dependent.', ', true positive, true negative, false positive, and false negative <NO>, <NO>.']	Gary M. Weiss. 2004. Mining with rarity: A unifying framework. SIGKDD Explor. Newslett. 6, 1 (2004), 7–19.	Rare objects are often of great interest and great value. Until recently, however, rarity has not received much attention in the context of data mining. Now, as increasingly complex real-world problems are addressed, rarity, and the related problem of imbalanced data, are taking center stage. This article discusses the role that rare classes and rare cases play in data mining. The problems that can result from these two forms of rarity are described in detail, as are methods for addressing these problems. These descriptions utilize examples from existing research, so that this article provides a good survey of the literature on rarity in data mining. This article also demonstrates that rare classes and rare cases are very similar phenomena—both forms of rarity are shown to cause similar problems during data mining and benefit from the same remediation methods.		https://doi.org/10.1145/1007730.1007734
269	Mining with rare cases	[]	Gary M. Weiss. 2005. Mining with rare cases. Data Mining and Knowledge Discovery Handbook. Springer, 765–776.			http://scholar.google.com/scholar?hl=en&q=Gary+M.+Weiss.+2005.+Mining+with+rare+cases.+In+Data+Mining+and+Knowledge+Discovery+Handbook.+Springer%2C+765%2D%2D776.
