	ref_title	ref_context	ref_entry	abstract	intro
89	A flexible automatic source-level instrumentation framework for dynamic program analysis	['ROSE <NO>), or by introducing additional specific compilation logic <NO>.']	Q. Sun, and H. Tian. 2011. A flexible automatic source-level instrumentation framework for dynamic program analysis. Proc. of the 2nd IEEE ICSESS. 401–404.		
90	An improvement of TLSF algorithm	[]	Xiao Hui Sun, JinLin Wang, and Xiao Chen. 2007. An improvement of TLSF algorithm. Proc. of the 15th IEEE-NPSS. 1–5.		
91	RECAP: Region-aware cache partitioning	[]	K.T. Sundararajan, T.M. Jones, and N.P. Topham. 2013. RECAP: Region-aware cache partitioning. Proc. of the 31st IEEE ICCD. 294–301.		
92	Managing shared L2 caches on multicore systems in software	['Tam (31) proposes a software mechanism in the OS that allows for partitioning of the shared L2 cache by guiding the allocation of physical pages.', 'An example system supporting cache partitioning is reported in <NO>, where the authors modified the Linux kernel to support page-coloring based cache space isolation, in which 16 colors are supported, and conducted intensive experiments on a Power 5 dual-core processor.', '3) Page coloring: A particular case of software-based cache partitioning is page coloring <NO>.', 'Some coloring strategies have been shown to improve average case performances <NO>.', 'Page coloring also has been studied for multicore systems in <NO><NO>.']	D. Tam, R. Azimi, L. Soares, and M. Stumm. 2007. Managing shared L2 caches on multicore systems in software. Proc. of the WIOSCA.		
93	The TLB slice - a low-cost high-speed address translation mechanism	[]	George Taylor, Peter Davies, and Michael Farmwald. 1990. The TLB slice - a low-cost high-speed address translation mechanism. Proc. of the 17th ISCA. ACM, New York, NY, 355–363.		
94	Dynamic allocation for scratch-pad memory using compile-time decisions	['Approaches for static <NO> and dynamic <NO> allocations have been designed to automatically place code and data on scratchpad memories.', 'Previous approaches for dynamic scratchpad allocation <NO> have focused on the optimization of the average case.', '<NO> proposes to restrict memory transfer operations to interesting program points, such as functions, conditionals or loops entries/exits with high execution frequencies in a flexible way.', 'Moreover, <NO> associates execution timestamps to program points in order to capture program execution context.', '<NO> has shown that such a mechanism has a minor impact on program performance.', '<NO> also addresses major implementations issues on static data and stack data relocation for dynamic scratchpad memory allocation.', 'This idea has been successfully applied within tasks for SPM <NO>, <NO>.', '<NO>, <NO>) could have done some of the required work.']	S. Udayakumaran, A. Dominguez, and R. Barua. 2006. Dynamic allocation for scratch-pad memory using compile-time decisions. ACM Transactions on Embedded Computing Systems (TECS) 5, 2 (May 2006).	In this research, we propose a highly predictable, low overhead, and, yet, dynamic, memoryallocation strategy for embedded systems with scratch pad memory. A scratch pad is a fast compilermanaged SRAM memory that replaces the hardware-managed cache. It is motivated by its better real-time guarantees versus cache and by its significantly lower overheads in energy consumption, area, and overall runtime, even with a simple allocation scheme. Primarily scratch pad allocation methods are of two types. First, software-caching schemes emulate the workings of a hardware cache in software. Instructions are inserted before each load/store to check the software-maintained cache tags. Such methods incur large overheads in runtime, code size, energy consumption, and SRAM space for tags and deliver poor real-time guarantees just like hardware caches. A second category of algorithms partitions variables at compile-time into the two banks. However, a drawback of such static allocation schemes is that they do not account for dynamic program behavior. It is easy to see why a data allocation that never changes at runtime cannot achieve the full locality benefits of a cache. We propose a dynamic allocation methodology for global and stack data and program code that; (i) accounts for changing program requirements at runtime, (ii) has no software-caching tags, (iii) requires no runtime checks, (iv) has extremely low overheads, and (v) yields 100% predictable memory access times. In this method, data that is about to be accessed frequently is copied into the scratch pad using compiler-inserted code at fixed and infrequent points in the program. Earlier data is evicted if necessary. When compared to a provably optimal static allocation, results show that our scheme reduces runtime by up to 39.8% and energy by up to 31.3%, on average, for our benchmarks, depending on the SRAM size used. The actual gain depends on the SRAM size, but our results show that close to the maximum benefit in runtime and energy is achieved for a substantial range of small SRAM sizes commonly found in embedded systems. Our comparison with a direct mapped cache shows that our method performs roughly as well as a cached architecture.	"Memory systems generally are organized using a variety of devices, which serve different purposes. Devices like SRAM and ROM are fast, but expensive. On the other hand, devices like DRAM and tape drives are slower, but, being cheaper, can be used to provide capacity. Designing a memory system, therefore, involves using small amounts of faster devices like SRAM along with slower devices like DRAM to obtain satisfactory performance, while keeping a check on the overall dollar cost.
In desktops, the usual approach to adding SRAM is to configure it as a hardware cache. The cache dynamically stores a subset of the frequently used data. Caches have been a big success for desktops, a trend that is likely to continue in the future. Using noncached SRAM or scratch-pads is usually not feasible for desktops; one reason is the lack of binary code portability. Scratch-pad code is not portable across different sizes of scratch-pad because all existing compiletime methods for data1 allocation to scratch-pad (including the method in this paper) require that the scratch-pad size be known; otherwise, they cannot reason about what variables will fit in the scratch-pad. This contrasts with cache allocation, which is decided only at runtime and, hence, does not require compiletime knowledge of the size of cache. Binary portability is valuable for desktops, where independently distributed binaries must work on any cache size. However, in embedded systems, software is configured along with the hardware in the factory and rarely changes thereafter. Thus embedded system designers can afford to customize the SRAM to a particular size to reap the additional cost savings from customization.
For embedded systems, the serious overheads of caches are less defensible. An alternative that is, instead, prevalent is to use compiler-managed SRAM or scratch-pad. Studies <NO> have shown that scratch-pad’s use 34% lesser area and consume 40% lower power than a cache of the same capacity. These savings are significant, since the on-chip cache typically consumes 25–50% of the processor’s area and energy consumption, a fraction that is increasing with time <NO>. Given the power, cost, performance, and real-time advantages of scratch-pad, it is not surprising that scratch-pads are the most common form of SRAM in embedded CPUs today. Some examples of processors with scratch-pad memory are Intel IXP network processor, ARMv6, IBM 440 and 405, Motorola’s MCORE and 6812, and TI TMS-370. Trends in recent embedded designs indicate that the dominance of scratch-pad will likely consolidate further in the future <NO>.
Although many embedded processors with a scratch-pad exist, using the scratch-pad effectively has been a challenge. Central to the effectiveness of caches is their ability to maintain, at each time during program execution, the subset of data that is frequently used at that time in fast memory. The contents of cache constantly change during runtime to reflect the changing working set of data across time. Unfortunately, two of the existing allocation
1We use the terms data and program objects to broadly refer to both program code and program data. approaches for scratch-pad—program annotations and the recent compilerdriven approaches <NO>—are static allocators, i.e., they do not change the contents of scratch-pad at runtime. This is a serious limitation. For example, consider the following thought experiment. Let a program consist of three successive loops, the first of which makes repeated references to array A; the second to B; and the third to C. If only one of the three arrays can fit within the scratch-pad, then any static allocation suffers DRAM accesses for two out of three loops. In contrast, a dynamic strategy can fit all three arrays in the scratch-pad at different times. Although this example is oversimplified, it intuitively illustrates the benefits of dynamic allocation.
This research presents a new compiler method for allocating three types of program objects—global variables, stack variables, and program code—to scratch-pad that is able to change the allocation at runtime and avoid the overheads of runtime methods. A preliminary version of our method published in Udayakumaran and Barua <NO> was the first such method to allocate global and stack data using whole program analysis. Our method (i) accounts for changing program requirements at runtime, (ii) has no tags like that used by runtime methods, (iii) requires no runtime checks per load/store, (iv) has extremely low overheads, and (v) yields 100% predictable memory access times.
Our method is outlined as follows. The compiler analyzes the program to identify locations we call program points where it may be beneficial to insert code to copy a variable from DRAM into the scratch-pad. It is beneficial to copy a variable into scratch-pad if the latency gain from having it in scratchpad rather than DRAM is greater than the cost of its transfer. A profile-driven cost model estimates these benefits and costs. The compiler ensures that the program data allocated to scratch-pad fits at all times by occasionally evicting existing variables in scratch-pad to make space for incoming variables. In other words, just like in a cache, data is moved back and forth between DRAM and scratch-pad, but under compiler control, and with no additional overhead.
Key components of our method are as follows: (i) to reason about the contents of scratch-pad across time, it helps to attach a concept of time to the abovedefined program points. Toward this end, we introduce a new data structure called the Data-Program Relationship Graph (DPRG), which associates a timestamp with each program point. As far as we know, this is the first time that a static data structure to represent program execution time has been defined. (ii) A detailed cost model is presented to estimate the runtime cost of any proposed data transfer at a program point. (iii) A compile-time heuristic is presented that uses the cost model to decide which transfers minimize the runtime. The well-known data-flow concept of liveness analysis <NO> is used to eliminate unnecessary transfers—probably dead variables2 are not
2In compiler terminology, a variable is dead at a point in the program if the value in it is not used beyond this point, although the space could be. A dead variable becomes live later if it is written to with subsequently used data. As a special case it is worth noting that every uninitialized variable is dead at the beginning of the program. It becomes live only when written to first. Further, a variable may have more than one live range separated by times when it is dead. copied back to DRAM, nor are newly alive variables in this region copied in from DRAM to SRAM.3 In programs, where the final results (only global) need to be left in the memory itself, this optimization can be turned off, in which case the benefits would be reduced.4 This optimizations also needs to be turned off for segments shared between tasks.
We observe three desirable features of our algorithm: (i) No additional transfers beyond those required by a caching strategy are done; (ii) data that is accessed only once is not brought into the scratch-pad, unlike in caches, where the data is cached and potentially useful data evicted. This is particularly beneficial for streaming multimedia codes where use-once data is common. (iii) Data that the compiler knows to be dead is not written out to DRAM upon eviction, unlike in a cache, where the caching mechanism writes out all evicted data.
Our method is clearly profile-dependent; that is, its improvements are dependent upon how representative the profile data set really is. Indeed, all existing scratch-pad allocation methods, whether compiler-derived or programmerspecified, are inherently profile-dependent. This cannot be avoided since they all need to predict which data will be frequently used. Further our method does not require the profile data to be like the actual data in all respects—so long as the relative reuse trends between variables are similar in the profile and actual data, good allocation decisions will be made, even if the reuse factors are not identical. A regions gain may even be higher with nonprofile data if its data reuse is more than in the profile data."
95	Molecular Caches: A caching structure for dynamic creation of application-specific Heterogeneous cache regions	[]	K. Varadarajan, S.K. Nandy, V. Sharda, A. Bharadwaj, R. Iyer, S. Makineni, and D. Newell. 2006. Molecular Caches: A caching structure for dynamic creation of application-specific Heterogeneous cache regions. Proc. of the 39th MICRO. 433–442.	CMPs enable simultaneous execution of multiple applications on the same platforms that share cache resources. Diversity in the cache access patterns of these simultaneously executing applications can potentially trigger inter-application interference, leading to cache pollution. Whereas a large cache can ameliorate this problem, the issues of larger power consumption with increasing cache size, amplified at sub-100nm technologies, makes this solution prohibitive. In this paper, in order to address the issues relating to power-aware performance of caches, we propose a caching structure that addresses the following: 1. Definition of application-specific cache partitions as an aggregation of caching units (molecules). The parameters of each molecule namely size, associativity and line size are chosen so that the power consumed by it and access time are optimal for the given technology. 2. Application-Specific resizing of cache partitions with variable and adaptive associativity per cache line, way size and variable line size. 3. A replacement policy that is transparent to the partition in terms of size, heterogeneity in associativity and line size. Through simulation studies we establish the superiority of molecular cache (caches built as aggregations of molecules) that offers a 29% power advantage over that of an equivalently performing traditional cache.	"This section explains in brief some of the related work that has been carried out in the context of QoS in caches and Cache Partitioning.
Iyer <NO> in a recent publication presented a framework for enabling QoS in shared caches. The paper makes a key observation that the current design of caches is more suited towards single application memory access and is not well suited for newer computing paradigms such as CMPs, Simultaneous Multi-Threading (SMT) and Specialized Cores. The paper then proposes a framework for Cache QoS management that includes three aspects namely Priority Classification, Priority Assignment and Priority Enforcement. The Priority Enforcement is of particular interest to us. For priority enforcement three different schemes are proposed. These include static and dynamic partitioning of caches, selective cache allocation and heterogeneous cache regions. 
We only elaborate the technique for heterogeneous cache regions in this paper. In this technique, caches are composed of multiple caching units with different organizational structures and policies. The problem is that of assigning the right application to the appropriate cache structure, keeping in mind the priority of the application and its memory access pattern. The results from the paper indicates that heterogeneous cache regions help reduce dedicated cache size.
Cache Partitioning has been greatly researched, even before the arrival of CMPs. Of the several flavours of cache partitioning, multi-application dynamic partitioning techniques are of particular interest to us. Single application partitioning for low power in the context of direct mapped caches is reported in <NO>. In this section we discuss examples of both the hardware controlled and the software controlled variants. Several solutions have been proposed that address the issue of cache pollution through the use of NUCA architectures. Techniques such as Victim Replication <NO>, NuRAPID <NO>, CMP-NuRAPID<NO> address several different aspects of these. However none of these use application QoS parameters as the guiding principle. They attempt to reduce the miss rate experienced by a processor.
Suh et al <NO> propose the use of two different techniques for implementing partitioned caches namely Modified LRU and Column Caching. In Modified LRU scheme, the replacement decision depends on the number of cache blocks already allocated to a particular process. If the process has not exceeded its predefined space threshold, a global replacement is performed, else a local replacement is performed. The column caching approach restricts some processes to place data in some ’columns’ (i.e. ways) of a multi-way associative cache. Their results indicate that for a cache of size 1-2MB the hit rate improves by 40% as compared to standard LRU for a time quantum of 200,000 memory references and weighting factor of 0.5 (which is used to give preference to recent measurements as opposed to older ones). Compared with the standard LRU, relative IPC improvements of 13.29% for 2 processes on a 2MB cache and 14.21% for 4 processes on 2 MB cache are recorded. Kim et al <NO> propose a variant of the Modified LRU technique where fairness is taken as a measure of cache allocation. As indicated in <NO>, cache pollution violates operating system expectation that all scheduled entities get an equal chance to utilize the processor, hence fairness of allocation is required. We take this argument forward, since fairness weighted by application’s priorities is far more important. Yet another technique that takes fairness into consideration was proposed by Yeh et al <NO>. The approach used in this technique is very similar to our approach. The authors propose a phase-based approach for cache partition resizing.
Kim et al <NO> proposed a partitioning technique in which different banks of a multi-banked cache are allocated to
different processes. First a search of the ’home’ bank is performed, failing which the entire cache is searched in a set-associative manner. Called Process Ownership-based Cache Architecture (POCA), this cache contains four components viz. Current Set Number, Set Assignment Table, Data Enable Controller and the Victim Process Table. The authors <NO> used ATUM traces to evaluate the cache. Simulation performed on cache of size from 8KB-1MB with 4 banks indicate that the hit rate of the cache is higher than a direct mapped cache of equal size and is either as good or better than a 4 way associative cache of equal size. The cache access time of POCA is 10% better than an equivalent associative cache.
Is there a need for something better than the state of the art? Suh et al’s <NO> proposed cache partitioning solution does not look into the dimension of heterogeneous cache regions that can potentially improve the efficiency of the cache usage. A major drawback of their cache architecture is the reliance on multi-way associative caches. Multiway associative caches tend to consume a lot of power and have longer access time. Hence associativity cannot be increased beyond a certain value, since the power consumption increases exponentially with increase in associativity (refer <NO>). Kim et al’s <NO> work is a software based resizing solution and relies on operating system based information for determining the victim sets. Such a scheme would not be practically realizable due to the non-standard ways of obtaining the required information from the large variety of operating systems available today.
The work on heterogeneous cache regions by Iyer <NO> is based on the use of multiple caches each with different cache parameters and the optimal assignment of applications to appropriate caches with suitable cache parameters. This technique would only enable some applications to run efficiently. We extend this work by marrying the ideas of dynamic partitioning and heterogeneous cache regions to create more effective dynamic partitions that are dynamically customized to the application’s needs. We create caching structures that allow application dependent dynamic creation and reconfiguration of heterogeneous cache regions with different associativities and line sizes. The capacity of these regions too can be modified. The cache regions are created from homogeneous building blocks that are direct mapped. These cache regions also support nonuniform line associativity."
96	Data Cache locking for higher program predictability	['In the context of data caches, <NO> tries to balance the performance and predictability tradeoff introduced due to locking, by applying it only on parts of the program that are difficult to analyze statically.', '<NO> combine compile-time cache analysis and data cache locking in order to estimate a safe and tight worst-case memory performance.', 'Instruction cache locking has been primarily employed in hard real time systems for better timing predictability <NO>.', 'The work of <NO> is complementary to this paper since it presents a D-cache locking algorithm for WCET minimization.']	Xavier Vera, Björn Lisper, and Jingling Xue. 2003. Data Cache locking for higher program predictability. Proc. of ACM SIGMETRICS. ACM, New York, NY, 272–282.	Caches have become increasingly important with the widening gap between main memory and processor speeds. However, they are a source of unpredictability due to their characteristics, resulting in programs behaving in a different way than expected. Cache locking mechanisms adapt caches to the needs of real-time systems. Locking the cache is a solution that trades performance for predictability: at a cost of generally lower performance, the time of accessing the memory becomes predictable. This paper combines compile-time cache analysis with data cache locking to estimate the worst-case memory performance (WCMP) in a safe, tight and fast way. In order to get predictable cache behavior, we first lock the cache for those parts of the code where the static analysis fails. To minimize the performance degradation, our method loads the cache, if necessary, with data likely to be accessed. Experimental results show that this scheme is fully predictable, without compromising the performance of the transformed program. When compared to an algorithm that assumes compulsory misses when the state of the cache is unknown, our approach eliminates all overestimation for the set of benchmarks, giving an exact WCMP of the transformed program without any significant decrease in performance.	"Real-time systems rely on the assumption that tasks’ worstcase execution times (WCETs) are known. In order to get an accurate WCET, a tight worst-case memory performance (WCMP) is needed. However, cache behavior is very hard to predict, which leads to an overestimation of the WCMP, and thus for the WCET as well. For this reason, many safety-critical systems such as antilock brake systems do not use caches: it is very hard to prove that the system is reliable under all circumstances. For instance, the ARM966E-S processor does not have a cache in order to have predictable memory timings.
When using caches in hard real-time systems, there is an unacceptable possibility that a high cache miss penalty combined with a high miss ratio might cause a missed deadline, jeopardizing the safety of the controlled system. A system with disabled caches will however waste a lot of resources; not only will the CPU be underutilized but the power consumption will be higher. Memory accesses that fall into the cache are faster and consume less power than accesses to larger or off-chip memories.
Frameworks of WCET prediction are used to ensure that deadlines of tasks can be met. While the computation of WCET in the presence of instruction caches has progressed in such a way that makes it possible to obtain an accurate estimate of the WCET <NO>, there has not been much progress with the presence of data caches. The main problem when dealing with data caches is that each load/store instruction may access multiple memory locations (such as those that implement array or pointer accesses).
Cache locking allows some or all of the contents of the cache to be locked in place. Disabling the normal replacement mechanism, provided that the cache contents are known, makes the time required for a memory access predictable. This ability to lock cache contents is available on several commercial processors (PowerPC 604e <NO>, 405 and 440 families <NO>, Intel-960, some Intel x86, Motorola MPC7400 and others). Each processor implements cache locking in several ways, allowing in all cases static locking (the cache is loaded and locked at system start) and dynamic locking (the state of the cache is allowed to change during the system execution).
Whereas loading and locking the cache offers predictability, it does not guarantee good response time of tasks (thus, we are trading performance for predictability). On the other hand, static cache analysis allows us to predict the WCMP and does not affect the performance. However, static analyses only apply to codes free of data-dependent constructs.
We introduce a method that combines static cache analysis and cache locking in order to achieve both predictability and good performance. Furthermore, it allows computing a WCMP estimate of tasks in a fast and tight way. Our approach first transforms the original program issuing lock/unlock instructions to ensure a tight analysis of the WCMP at static time. In order to keep a high performance, load instructions are added when necessary. Later, the actual computation of the WCMP estimate is performed. We present results for a collection of programs drawn from several related papers in the real-time area <NO>. This collection includes kernels operating on both arrays and scalars, such as SQRT or FIBONACCI. We have also used FFT to show the feasibility of our approach for typical DSP codes. For the sake of concreteness, we present results for a directmapped and a set-associative cache with different cache line sizes. We have chosen the memory hierarchies of two modern processors widely used in the real-time area: microSPARCIIep <NO> and PowerPC 604e <NO>."
97	Data Caches in multitasking hard real-time systems	['Several methods have been developed to lock program data that is hard to analyze statically <NO>.']	Xavier Vera, Björn Lisper, and Jingling Xue. 2003. Data Caches in multitasking hard real-time systems. Proc. of the RTSS’03. IEEE, 154–.		
98	Making shared caches more predictable on multicore platforms	['While LLC offers high potential for average performance improvement, it challenges worst-case execution time (WCET) estimation, which has made LLC to be studied in the last years by the real-time community <NO>.', 'Software cache partitioning <NO> and hardware cache partitioning <NO> have been used so far to control inter-task interaction in the LLC.', 'Software cache partitioning is done through memory coloring <NO>.']	B.C. Ward, J.L. Herman, C.J. Kenna, and J.H. Anderson. 2013. Making shared caches more predictable on multicore platforms. Proc. of the 25th ECRTS. 157–167.	In safety-critical cyber-physical systems, the usage of multicore platforms has been hampered by problems due to interactions across cores through shared hardware. The inability to precisely characterize such interactions can lead to worst-case execution time pessimism that is so great, the extra processing capacity of additional cores is entirely negated. In this paper, several techniques are proposed and analyzed for dealing with such interactions in the context of shared caches. These techniques are applied in a mixedcriticality scheduling framework motivated by the needs of next-generation unmanned air vehicles.	"In this section, we provide background on scheduling, synchronization, and page coloring that is relevant to our work.
Task model. We consider real-time workloads that can be defined using the implicit-deadline periodic task model and
1Enabling even a quad-core machine to be used in an avionics setting would be a significant innovation.
we assume familiarity with this model. We specifically consider a task system τ = {T1, . . . , Tn}, which is to be scheduled on m processors,2 where task Ti’s period and worstcase execution time (WCET) are denoted pi and ei, respectively. We denote the jobs released by Ti as Ji,1, Ji,2, . . .. (We sometimes omit the job index and let Ji denote an arbitrary job of Ti.) We denote Ti’s utilization by ui = ei/pi. Algorithms for scheduling such a task system may follow a partitioned approach (tasks are statically assigned to processors), a global scheduling approach (any task may execute on any processor), or some hybrid of the two.
MC2. We consider periodic task systems scheduled under the MC2 mixed-criticality framework <NO>. Under mixed-criticality schedulability analysis <NO>, different methods for determining task execution times are assumed to be applied at different criticality levels, with greater pessimism at higher levels. For example, provably correct upper bounds on execution times from timing analysis tools might be assumed at the highest criticality level, while observed worst-case times from profiling might be sufficient at lower levels. When checking real-time correctness, L variants of a system with L criticality levels must be analyzed: in the level-l variant, level-l execution times are assumed for all tasks.
In MC2, four criticality levels exist, denoted A (highest) through D (lowest), as shown in Fig. 1. Higher criticality tasks are statically prioritized over lower criticality ones. Level-A tasks are partitioned and scheduled on each processor using a table-driven cyclic executive. Level-B tasks are also partitioned but are scheduled using a rate-monotonic (RM) scheduler on each processor.3 Level-A and -B tasks are required to be simply periodic (all tasks commence execution at time 0 and periods are harmonic). Level-C tasks are scheduled via a global earliest-deadline-first (G-EDF) scheduler. Level-D tasks are scheduled with no real-time guarantees on a best-effort basis (so we do not consider them further). A task’s execution time at its own criticality level is treated as an operating-system (OS) enforced execution budget: if a job of a task Ti has an execution time exceeding Ti’s budget, then more than one budget allocation will be required to service it. Level-A and -B tasks are HRT, while level-C tasks are SRT (under the “bounded deadline tardiness” definition of SRT <NO>). Most interesting cacherelated issues are exposed by focusing only on levels B and
2We use the terms “processor,” “core,” and “CPU” interchangeably. 3An EDF scheduler can be optionally used at level B.
C (one HRT level and one SRT level). Thus, due to space constraints, we hereafter focus on systems in which only levels B and C are present. We note that systems with two criticality levels have been the predominate focus of prior work on mixed-criticality scheduling (see, e.g., <NO>). Page coloring. The ARM platform used in our experiments has four cores that share an L2 cache. In this paper, we consider page coloring with respect to this cache. The L2 cache on this platform is a 1 MB 8-way set associative cache: it stores contents of physical memory in 32 B units called “lines,” each line of physical memory maps to a particular cache “set,” each such set can store 8 lines (equivalently, there are eight “ways” per set), and in total there are 212 sets. The physical memory of this platform is subdivided into 4 KB pages. To envision the coloring process, consider each page in sequence. For the first page in memory, assign the color “0” to it, and assign the same color to the cache sets to which its contents map. Then, since each page consists of 4KB/(32B/line) = 128 lines, sets 1 − 128 are assigned color 0. Repeat this process, assigning color 1 (mapping to sets 129− 256) to the second page in memory, color 2 (sets 257− 384) to the third page, and so on. Then, after the 32nd page, all 212 sets will have been used and color assignments will “wrap,” i.e., the 33rd page will map to the same cache sets as the first, so we reuse color 0 for it. Continuing this process, each page will be assigned to one of 32 colors. Moreover, two pages that are assigned different colors will map to different cache sets and thus cannot conflict with each other in the cache.
In Sec. 3, we consider techniques that exploit page coloring to eliminate or control cache conflicts. In discussing these techniques, we limit attention to non-shared task data pages, as only these pages are managed in the initial prototype system described in Sec. 4. We define the working set size (WSS) of a task to be the size (in bytes) of the set of data pages it may access in one job, i.e., the size of its perjob working set (WS). We assume that each task’s WSS is at most the size of the shared cache. Multiprocessor real-time locking. Some of the cache management schemes we consider utilize multiprocessor real-time locking protocols. In the protocols we consider, tasks wait by suspending execution. Locking protocols must ensure that priority inversion blocking (pi-blocking) can be analytically bounded. Pi-blocking is the duration of time a job is blocked while a lower-priority job is running. Per-task bounds on pi-blocking are required when analyzing schedulability. We let bi denote the pi-blocking bound for task Ti.
On a multiprocessor system, the actual definition of pi-blocking depends on how schedulability analysis is done <NO>. For some schedulers, suspensions are notoriously difficult to analyze, so suspension-oblivious (s-oblivious) analysis is applied: jobs may suspend, but each ei must be analytically inflated by bi prior to applying a schedulability test to account for lock-related delays. We utilize s-oblivious analysis in this paper. Some of the nuances of such analysis can best be explained by comparing it to suspension-aware (s-aware) analysis, which explicitly ac-
counts for bi and is available for some schedulers. Since suspended jobs are counted as demand under soblivious analysis, the mere presence of m higher-priority jobs rules out a priority inversion, whereas only ready higher-priority jobs can nullify a priority inversion under s-aware analysis.4 Accordingly, under s-oblivious (resp., saware) schedulability analysis, a job Ji incurs s-oblivious (resp., s-aware) pi-blocking at time t if Ji is pending but not scheduled and fewer than m higher-priority jobs are pending (resp., ready). This is illustrated in Fig. 2. Prior research has shown that s-aware and s-oblivious analysis are comparable in terms of schedulability achievable in practice <NO>. Cache-related locking problem. We now describe the basic synchronization problem that arises when using locking protocols for cache management (protocol-specific details are discussed in Sec. 3). When using such protocols, each color is viewed as a shared resource that has a number of “replicas” as given by the number of cache ways, as illustrated in Fig. 3. Before a job commences execution, it must first lock a replica of each color that it requires (as given by the pages it will access). If the job accesses r pages with the same color, then it must lock r replicas of that color. The needed synchronization protocol must enable a set of shared resources to be managed, where each resource has multiple replicas, and jobs may need to lock several replicas simultaneously. In actuality, such a protocol is utilized by the OS when making scheduling decisions, i.e., the jobs themselves do not acquire and release color-related locks. This means that the OS must know the pages a job will access prior to making a scheduling decision."
99	Hiding memory latency using fixed priority scheduling	[]	I. Wasly, and I. Pellizzoni. 2014. Hiding memory latency using fixed priority scheduling. Proc. of the 20th IEEE RTAS.		
100	Implementing time-predictable load and store operations	['The issues are tricky, but they have already been investigated during our earlier work on the scratchpad memory management unit (SMMU) <NO>.', 'This table is based on data published in <NO>.']	J. Whitham, and N. Audsley. 2009. Implementing time-predictable load and store operations. Proc. EMSOFT. 265–274.	Scratchpads have been widely proposed as an alternative to caches for embedded systems. Advantages of scratchpads include reduced energy consumption in comparison to a cache and access latencies that are independent of the preceding memory access pattern. The latter property makes memory accesses time-predictable, which is useful for hard real-time tasks as the worst-case execution time (WCET) must be safely estimated in order to check that the system will meet timing requirements. However, data must be explicitly moved between scratchpad and external memory as a task executes in order to make best use of the limited scratchpad space. When dynamic data is moved, issues such as pointer aliasing and pointer invalidation become problematic. Previous work has proposed solutions that are not suitable for hard real-time tasks because memory accesses are not time-predictable. This paper proposes the scratchpad memory management unit (SMMU) as an enhancement to scratchpad technology. The SMMU implements an alternative solution to the pointer aliasing and pointer invalidation problems which (1) does not require whole-program pointer analysis and (2) makes every memory access operation time-predictable. This allows WCET analysis to be applied to hard-real time tasks which use a scratchpad and dynamic data, but results are also applicable in the wider context of minimizing energy consumption or average execution time. Experiments using C software show that the combination of an SMMU and scratchpad compares favorably with the best and worst case performance of a conventional data cache.	"Figure 1 shows the contents of the ycc rgb convert function from libjpeg <NO>. This code forms part of the process of decoding a JPEG file into RGB data for display on a screen. It has been chosen as an example because previous techniques would force a time-predictable implementation to use external memory, with a high latency for each access.
Firstly, none of the data used by this function would be suitable for data scratchpad allocation using techniques described by Suhendra et al. <NO> or Deverge and Puaut <NO>
because each variable is accessed using a pointer from dynamically allocated memory. The surrounding library code would change significantly to accommodate static allocation.
Secondly, a time-predictable implementation could not use a data cache. The pointer values are unknown and some of the effective addresses are dependent on input data (e.g. Crrtab<NO>, since cr := inptr2<NO>). Current WCET analysis techniques for data caches would force the majority of memory accesses in the function to use external memory <NO>.
Future WCET analysis techniques for data caches might be able to support code of this kind. However, the results of tight WCET analysis would still be disappointing, as Table 2 illustrates. In Table 2, the approximate “best” and “worst” numbers of cache misses (and related data) are shown for Figure 1 and two cache sizes. These were computed using a genetic algorithm which searched the space of possible offsets for each array used in Figure 12. The algorithm used the measured execution time as a fitness value and attempted to minimize (or maximize) it, finding an estimate for the best (or worst) case. The huge difference between the “best” and “worst” cases observed here is entirely due to conflict misses <NO>. A conflict miss occurs in any data cache whenever two or more items of data are competing for a single cache line. The combination of a data cache and full support for pointers forces WCET analysis to account for all possible conflict miss scenarios (or use some other safe upper bound). Although the figures in Table 2 are specific to this example, a similar disparity between the best and worst case will be found whenever more than n unknown addresses are being accessed within a loop given an n-way associative cache.
The remainder of this paper shows how the SMMU is able to support code such as Figure 1 and approach the “best” case of Table 2 for any input data and any pointer values."
